Trajectory,Frame,x,y,z,m0,m1,m2,m3,m4,NPscore
6,41,133.081,105.620,0,1.961,1.314,2.195,4.095,8.382,0.024
6,42,133.076,104.541,0,1.961,1.333,2.249,4.225,8.677,0.022
6,43,133.298,103.476,0,1.954,1.288,2.076,3.667,6.972,0.012
6,44,133.316,102.345,0,1.951,1.310,2.137,3.821,7.347,0.020
6,45,133.409,101.187,0,2.124,1.324,2.173,3.885,7.413,0.020
6,46,133.446,100.095,0,2.114,1.338,2.230,4.075,8.001,0.024
6,47,133.545,99.032,0,2.146,1.365,2.315,4.308,8.611,0.020
6,48,133.666,97.960,0,1.992,1.367,2.319,4.301,8.538,0.024
6,49,133.723,96.689,0,2.023,1.342,2.248,4.142,8.247,0.017
6,50,133.841,95.632,0,1.984,1.344,2.247,4.116,8.097,0.023
6,51,133.856,94.467,0,1.918,1.352,2.287,4.272,8.654,0.026
6,52,133.803,93.357,0,2.058,1.347,2.277,4.256,8.640,0.024
6,53,133.875,92.333,0,1.991,1.349,2.285,4.283,8.721,0.022
6,54,133.856,91.405,0,1.948,1.345,2.267,4.222,8.524,0.019
6,55,133.832,90.497,0,1.922,1.318,2.173,3.945,7.753,0.022
6,56,133.847,89.503,0,1.998,1.314,2.157,3.886,7.550,0.025
6,57,133.726,88.633,0,2.011,1.314,2.143,3.811,7.249,0.018
6,58,133.567,87.777,0,2.070,1.302,2.117,3.768,7.202,0.021
6,59,133.439,86.874,0,2.082,1.322,2.185,3.964,7.745,0.017
6,60,133.454,85.966,0,2.028,1.334,2.228,4.084,8.048,0.026
6,61,133.333,85.095,0,2.032,1.349,2.249,4.087,7.929,0.020
6,62,133.352,84.159,0,2.127,1.313,2.145,3.829,7.319,0.018
6,63,133.330,83.199,0,1.973,1.316,2.151,3.832,7.295,0.016
6,64,133.280,82.268,0,2.013,1.335,2.221,4.058,7.993,0.019
6,65,133.303,81.302,0,2.033,1.311,2.147,3.856,7.454,0.019
6,66,133.305,80.336,0,1.976,1.304,2.129,3.815,7.378,0.016
6,67,133.312,79.285,0,1.973,1.325,2.175,3.889,7.428,0.012
6,68,133.312,78.275,0,1.911,1.324,2.177,3.912,7.538,0.014
6,69,133.486,77.228,0,1.952,1.299,2.098,3.698,6.971,0.015
6,70,133.423,76.220,0,2.094,1.308,2.125,3.766,7.136,0.022
6,71,133.528,75.235,0,2.002,1.297,2.090,3.670,6.897,0.014
6,72,133.450,74.230,0,2.107,1.316,2.147,3.819,7.260,0.015
6,73,133.453,73.151,0,2.015,1.305,2.121,3.765,7.159,0.019
6,74,133.388,72.258,0,2.029,1.316,2.158,3.874,7.476,0.020
6,75,133.500,71.194,0,2.014,1.299,2.099,3.703,6.986,0.016
6,76,133.456,70.157,0,1.984,1.320,2.163,3.867,7.393,0.023
6,77,133.468,69.150,0,1.894,1.316,2.155,3.861,7.415,0.025
6,78,133.415,68.288,0,1.997,1.289,2.070,3.627,6.804,0.011
6,79,133.470,67.330,0,2.036,1.276,2.031,3.529,6.574,0.012
6,80,133.446,66.359,0,2.134,1.298,2.096,3.691,6.958,0.013
6,81,133.348,65.346,0,2.088,1.293,2.083,3.670,6.942,0.017
6,82,133.485,64.457,0,2.105,1.280,2.041,3.557,6.653,0.011
6,83,133.483,63.528,0,2.226,1.279,2.040,3.550,6.621,0.007
6,84,133.498,62.657,0,1.959,1.268,2.009,3.478,6.463,0.012
6,85,133.595,61.688,0,1.928,1.273,2.024,3.518,6.558,0.011
6,86,133.672,60.638,0,2.035,1.271,2.021,3.509,6.537,0.012
6,87,133.648,59.833,0,2.162,1.312,2.150,3.854,7.412,0.023
6,88,133.718,58.866,0,2.049,1.314,2.149,3.834,7.303,0.018
6,89,133.695,57.949,0,2.111,1.386,2.387,4.511,9.152,0.016
6,90,133.747,56.998,0,1.992,1.364,2.309,4.258,8.373,0.014
6,91,133.719,56.071,0,2.079,1.369,2.334,4.376,8.835,0.012
6,92,133.777,55.101,0,2.010,1.345,2.251,4.137,8.182,0.013
6,93,133.629,54.176,0,1.915,1.329,2.197,3.978,7.737,0.023
6,94,133.599,53.310,0,1.999,1.294,2.081,3.652,6.860,0.018
6,95,133.641,52.343,0,2.109,1.286,2.061,3.602,6.741,0.019
6,96,133.570,51.489,0,2.237,1.285,2.056,3.588,6.707,0.019
6,97,133.442,50.555,0,2.136,1.262,1.989,3.425,6.333,0.010
6,98,133.374,49.682,0,2.007,1.271,2.030,3.560,6.741,0.012
6,99,133.336,48.750,0,1.966,1.288,2.081,3.699,7.105,0.017
6,100,133.381,47.903,0,2.007,1.307,2.147,3.881,7.580,0.015
6,101,133.344,46.923,0,2.031,1.325,2.210,4.073,8.129,0.015
6,102,133.195,46.007,0,1.995,1.349,2.293,4.316,8.803,0.013
6,103,133.192,45.089,0,2.229,1.368,2.334,4.385,8.896,0.018
6,104,133.195,44.208,0,2.018,1.328,2.216,4.091,8.197,0.031
6,105,133.128,43.514,0,2.038,1.301,2.148,3.952,7.976,0.018
6,106,133.119,42.633,0,2.194,1.285,2.091,3.777,7.461,0.019
6,107,133.035,41.803,0,2.094,1.322,2.219,4.155,8.510,0.026
6,108,133.116,40.909,0,2.077,1.356,2.328,4.451,9.281,0.023
6,109,133.187,40.030,0,2.155,1.356,2.317,4.384,8.994,0.020
6,110,133.241,39.147,0,2.183,1.335,2.230,4.099,8.135,0.020
6,111,133.217,38.405,0,2.176,1.307,2.148,3.901,7.696,0.019
6,112,133.194,37.619,0,2.115,1.309,2.169,3.997,8.046,0.016
6,113,133.303,36.694,0,2.191,1.272,2.036,3.584,6.830,0.015
6,114,133.281,35.879,0,2.182,1.315,2.179,3.989,7.914,0.021
6,115,133.302,35.116,0,2.090,1.338,2.234,4.091,8.055,0.015
6,116,133.237,34.259,0,2.261,1.333,2.217,4.049,7.974,0.026
6,117,133.357,33.358,0,2.096,1.272,2.019,3.501,6.513,0.020
6,118,133.293,32.513,0,2.201,1.272,2.030,3.558,6.737,0.018
6,119,133.292,31.774,0,2.082,1.285,2.080,3.712,7.178,0.019
6,120,133.424,30.981,0,2.131,1.335,2.230,4.095,8.097,0.019
6,121,133.351,30.213,0,2.142,1.330,2.207,4.021,7.896,0.019
6,122,133.459,29.420,0,2.080,1.277,2.034,3.537,6.592,0.023
6,123,133.457,28.705,0,2.109,1.281,2.058,3.626,6.891,0.019
6,124,133.525,27.946,0,2.202,1.350,2.274,4.199,8.330,0.027
6,125,133.494,27.169,0,2.093,1.301,2.103,3.709,6.997,0.015
6,126,133.581,26.517,0,2.029,1.274,2.025,3.515,6.542,0.020
6,127,133.638,25.745,0,2.104,1.291,2.077,3.647,6.860,0.018
7,0,118.172,104.792,0,2.543,1.425,2.504,4.828,10.009,0.017
7,1,118.262,108.005,0,2.360,1.443,2.575,5.058,10.703,0.018
7,2,118.304,111.183,0,2.465,1.390,2.377,4.440,8.865,0.013
7,3,118.419,114.404,0,2.506,1.378,2.335,4.311,8.495,0.011
7,4,118.506,117.645,0,2.471,1.394,2.375,4.395,8.644,0.012
7,5,118.557,120.744,0,2.342,1.387,2.360,4.372,8.628,0.019
7,6,118.638,124.032,0,2.498,1.425,2.497,4.791,9.847,0.013
7,7,118.639,127.375,0,2.414,1.381,2.343,4.327,8.526,0.016
7,8,118.792,130.261,0,2.147,1.381,2.352,4.378,8.727,0.022
7,9,118.662,133.009,0,2.264,1.406,2.446,4.667,9.562,0.021
7,10,118.675,135.226,0,2.348,1.388,2.370,4.414,8.782,0.023
7,11,118.635,136.836,0,2.283,1.398,2.413,4.553,9.205,0.025
7,12,118.557,138.043,0,2.380,1.405,2.431,4.597,9.298,0.022
7,13,118.789,138.957,0,2.338,1.402,2.439,4.663,9.591,0.017
7,14,119.067,139.690,0,2.442,1.390,2.409,4.617,9.585,0.024
7,15,118.964,139.924,0,2.271,1.435,2.566,5.076,10.861,0.013
7,16,119.141,139.241,0,2.258,1.400,2.432,4.654,9.619,0.015
7,17,119.184,137.860,0,2.384,1.424,2.514,4.893,10.282,0.012
7,18,119.092,135.765,0,2.355,1.409,2.469,4.776,9.993,0.023
7,19,119.102,133.615,0,2.358,1.416,2.481,4.785,9.952,0.014
7,20,119.380,131.324,0,2.361,1.382,2.338,4.295,8.388,0.023
7,21,119.694,128.872,0,2.233,1.390,2.380,4.457,8.933,0.024
7,22,119.790,126.775,0,2.532,1.432,2.525,4.884,10.150,0.012
7,23,119.854,124.791,0,2.387,1.455,2.600,5.096,10.722,0.019
7,24,119.855,123.121,0,2.642,1.462,2.631,5.205,11.071,0.020
7,25,119.906,121.682,0,2.790,1.452,2.611,5.179,11.092,0.021
7,26,120.071,120.507,0,2.905,1.466,2.640,5.223,11.110,0.015
7,27,119.945,119.527,0,2.811,1.452,2.610,5.180,11.100,0.020
7,28,119.825,118.603,0,2.863,1.435,2.543,4.954,10.386,0.013
7,29,119.801,117.828,0,2.789,1.447,2.575,5.025,10.530,0.013
7,30,119.760,117.031,0,2.686,1.457,2.616,5.161,10.949,0.019
7,31,119.635,116.254,0,2.703,1.420,2.472,4.695,9.531,0.009
7,32,119.640,115.364,0,2.898,1.432,2.509,4.796,9.795,0.018
7,33,119.568,114.495,0,2.716,1.390,2.369,4.397,8.701,0.012
7,34,119.703,113.696,0,2.662,1.406,2.435,4.614,9.377,0.012
7,35,119.683,112.788,0,2.676,1.415,2.463,4.687,9.556,0.011
7,36,119.709,111.899,0,2.658,1.413,2.461,4.692,9.583,0.016
7,37,119.625,111.067,0,2.592,1.423,2.488,4.750,9.694,0.027
7,38,119.696,110.185,0,2.596,1.408,2.437,4.606,9.310,0.019
7,39,119.605,109.315,0,2.655,1.386,2.355,4.353,8.569,0.013
7,40,119.706,108.276,0,2.483,1.403,2.421,4.568,9.226,0.014
7,41,119.688,107.217,0,2.703,1.400,2.417,4.568,9.261,0.014
7,42,119.767,106.209,0,2.551,1.416,2.471,4.732,9.728,0.016
7,43,119.847,104.978,0,2.491,1.446,2.586,5.090,10.788,0.015
7,44,120.092,103.903,0,2.551,1.448,2.599,5.154,11.040,0.016
7,45,120.113,102.935,0,2.576,1.439,2.563,5.028,10.636,0.016
7,46,120.229,101.891,0,2.483,1.418,2.478,4.753,9.794,0.022
7,47,120.313,100.690,0,2.387,1.386,2.365,4.409,8.805,0.015
7,48,120.400,99.533,0,2.503,1.362,2.283,4.164,8.091,0.012
7,49,120.593,98.388,0,2.638,1.386,2.363,4.392,8.726,0.011
7,50,120.556,97.260,0,2.462,1.391,2.375,4.419,8.775,0.015
7,51,120.554,96.200,0,2.550,1.399,2.397,4.473,8.902,0.014
7,52,120.745,95.104,0,2.551,1.439,2.549,4.952,10.328,0.020
7,53,120.698,94.135,0,2.689,1.422,2.492,4.785,9.860,0.017
7,54,120.689,93.105,0,2.525,1.425,2.488,4.744,9.664,0.019
7,55,120.653,92.053,0,2.585,1.436,2.530,4.874,10.042,0.018
7,56,120.589,91.113,0,2.687,1.436,2.529,4.867,10.026,0.019
7,57,120.441,90.239,0,2.559,1.399,2.395,4.464,8.870,0.018
7,58,120.382,89.406,0,2.630,1.382,2.348,4.348,8.605,0.018
7,59,120.286,88.482,0,2.546,1.397,2.396,4.479,8.949,0.027
7,60,120.258,87.620,0,2.722,1.401,2.423,4.602,9.403,0.020
7,61,120.138,86.713,0,2.775,1.416,2.480,4.781,9.936,0.013
7,62,120.100,85.806,0,2.654,1.423,2.514,4.904,10.341,0.015
7,63,120.102,84.829,0,2.594,1.431,2.536,4.955,10.454,0.027
7,64,119.890,83.914,0,2.487,1.437,2.567,5.067,10.810,0.018
7,65,119.970,82.985,0,2.500,1.459,2.647,5.309,11.496,0.017
7,66,119.971,81.947,0,2.591,1.448,2.611,5.206,11.217,0.022
7,67,120.094,80.960,0,2.458,1.449,2.607,5.182,11.128,0.018
7,68,120.125,79.893,0,2.508,1.426,2.526,4.945,10.463,0.023
7,69,120.208,78.963,0,2.534,1.423,2.510,4.875,10.205,0.024
7,70,120.158,77.934,0,2.739,1.448,2.591,5.113,10.884,0.016
7,71,120.255,76.872,0,2.450,1.397,2.422,4.621,9.504,0.019
7,72,120.211,75.892,0,2.666,1.413,2.474,4.770,9.925,0.024
7,73,120.227,74.855,0,2.534,1.417,2.485,4.797,9.987,0.022
7,74,120.258,73.873,0,2.481,1.399,2.420,4.598,9.402,0.021
7,75,120.203,72.701,0,2.554,1.385,2.366,4.426,8.876,0.017
7,76,120.171,71.787,0,2.550,1.408,2.460,4.736,9.849,0.024
7,77,120.144,70.895,0,2.620,1.409,2.465,4.750,9.879,0.013
7,78,120.160,69.845,0,2.452,1.413,2.474,4.771,9.923,0.021
7,79,120.235,68.969,0,2.629,1.435,2.553,5.001,10.559,0.015
7,80,120.194,67.907,0,2.608,1.412,2.473,4.770,9.922,0.036
7,81,120.123,67.036,0,2.675,1.441,2.575,5.074,10.788,0.030
7,82,120.190,66.070,0,2.502,1.420,2.490,4.795,9.931,0.028
7,83,120.224,65.129,0,2.591,1.418,2.479,4.760,9.831,0.020
7,84,120.254,64.152,0,2.761,1.416,2.469,4.721,9.696,0.018
7,85,120.382,63.263,0,2.797,1.390,2.374,4.421,8.794,0.013
7,86,120.418,62.316,0,2.760,1.377,2.328,4.279,8.383,0.013
7,87,120.475,61.382,0,2.692,1.374,2.309,4.211,8.155,0.015
7,88,120.436,60.448,0,2.556,1.364,2.291,4.191,8.188,0.020
7,89,120.502,59.501,0,2.656,1.371,2.303,4.197,8.124,0.014
7,90,120.517,58.556,0,2.810,1.352,2.250,4.067,7.824,0.010
7,91,120.530,57.622,0,2.641,1.370,2.300,4.189,8.104,0.014
7,92,120.547,56.712,0,2.603,1.368,2.303,4.224,8.268,0.022
7,93,120.498,55.756,0,2.715,1.385,2.360,4.385,8.705,0.016
7,94,120.414,54.867,0,2.804,1.407,2.441,4.638,9.458,0.013
7,95,120.391,53.987,0,2.678,1.426,2.516,4.884,10.210,0.021
7,96,120.363,53.000,0,2.625,1.413,2.471,4.746,9.806,0.022
7,97,120.207,52.153,0,2.657,1.424,2.501,4.827,10.030,0.027
7,98,120.093,51.238,0,2.595,1.423,2.506,4.859,10.158,0.018
7,99,120.080,50.294,0,2.564,1.418,2.493,4.834,10.129,0.024
7,100,120.055,49.391,0,2.473,1.408,2.469,4.788,10.072,0.033
7,101,120.051,48.507,0,2.451,1.385,2.389,4.555,9.417,0.023
7,102,119.950,47.655,0,2.499,1.409,2.464,4.749,9.883,0.024
7,103,119.782,46.708,0,2.654,1.401,2.430,4.634,9.517,0.018
7,104,119.753,45.814,0,2.506,1.401,2.421,4.577,9.273,0.017
7,105,119.771,44.988,0,2.568,1.420,2.494,4.811,9.973,0.024
7,106,119.805,44.093,0,2.658,1.443,2.564,4.995,10.446,0.027
7,107,119.773,43.261,0,2.755,1.399,2.417,4.575,9.299,0.019
7,108,119.675,42.474,0,2.795,1.384,2.360,4.398,8.781,0.019
7,109,119.791,41.645,0,2.741,1.396,2.417,4.606,9.469,0.018
7,110,119.907,40.747,0,2.701,1.417,2.490,4.825,10.091,0.018
7,111,119.837,39.903,0,2.658,1.421,2.500,4.837,10.075,0.027
7,112,119.889,39.069,0,2.731,1.446,2.582,5.067,10.691,0.032
7,113,119.852,38.245,0,2.643,1.416,2.477,4.763,9.856,0.022
7,114,119.946,37.405,0,2.672,1.386,2.390,4.543,9.328,0.020
7,115,119.968,36.536,0,2.741,1.413,2.483,4.819,10.122,0.015
7,116,120.257,36.128,0,3.210,1.459,2.623,5.185,11.030,0.018
7,117,119.959,34.904,0,2.754,1.448,2.603,5.167,11.080,0.029
7,118,119.960,34.116,0,2.695,1.458,2.631,5.230,11.206,0.017
7,119,120.065,33.256,0,2.745,1.429,2.524,4.910,10.300,0.022
7,120,120.124,32.473,0,2.773,1.392,2.405,4.578,9.420,0.015
7,121,120.067,31.776,0,2.780,1.417,2.500,4.876,10.297,0.015
7,122,120.135,31.049,0,2.797,1.439,2.561,5.017,10.587,0.021
7,123,120.188,30.211,0,2.855,1.426,2.507,4.840,10.052,0.018
7,124,120.145,29.561,0,2.778,1.418,2.478,4.750,9.790,0.015
7,125,120.169,28.710,0,2.717,1.397,2.420,4.614,9.491,0.019
7,126,120.323,27.967,0,2.726,1.396,2.419,4.607,9.447,0.020
7,127,120.264,27.319,0,2.849,1.408,2.438,4.618,9.378,0.013
8,0,178.572,104.800,0,2.162,1.361,2.294,4.227,8.353,0.018
8,1,178.507,108.074,0,2.181,1.415,2.478,4.772,9.892,0.025
8,2,178.621,111.322,0,2.203,1.386,2.376,4.461,8.995,0.014
8,3,178.625,114.545,0,2.383,1.353,2.253,4.083,7.885,0.016
8,4,178.918,117.778,0,1.990,1.421,2.544,5.079,11.057,0.013
8,5,178.783,120.918,0,2.137,1.419,2.488,4.781,9.866,0.017
8,6,178.844,124.178,0,2.315,1.445,2.573,5.035,10.599,0.022
8,7,178.981,127.403,0,2.184,1.411,2.491,4.881,10.389,0.024
8,8,179.072,130.341,0,2.006,1.369,2.348,4.458,9.195,0.017
8,9,179.048,132.953,0,1.892,1.406,2.500,4.954,10.689,0.013
8,10,179.022,135.269,0,2.043,1.372,2.373,4.570,9.608,0.020
8,11,179.198,137.014,0,2.082,1.420,2.527,4.980,10.626,0.019
8,12,179.318,138.113,0,2.065,1.366,2.331,4.387,8.937,0.013
8,13,179.311,139.109,0,2.192,1.388,2.403,4.597,9.531,0.020
8,14,179.329,139.965,0,2.168,1.383,2.399,4.608,9.592,0.021
8,15,179.463,140.210,0,2.342,1.344,2.255,4.165,8.314,0.015
8,16,179.475,139.695,0,2.194,1.351,2.281,4.249,8.567,0.021
8,17,179.632,138.347,0,2.165,1.334,2.197,3.942,7.551,0.018
8,18,179.594,136.485,0,2.218,1.339,2.223,4.034,7.855,0.016
8,19,179.719,134.350,0,1.955,1.362,2.300,4.253,8.453,0.020
8,20,179.982,131.923,0,1.948,1.407,2.499,4.943,10.645,0.015
8,21,180.359,129.485,0,1.991,1.352,2.274,4.207,8.409,0.019
8,22,180.405,127.239,0,2.372,1.381,2.363,4.440,8.982,0.021
8,23,180.448,125.221,0,2.380,1.405,2.433,4.615,9.394,0.021
8,24,180.480,123.430,0,2.573,1.395,2.409,4.568,9.329,0.014
8,25,180.337,121.928,0,2.488,1.447,2.597,5.143,10.986,0.019
8,26,180.357,120.591,0,2.526,1.425,2.515,4.889,10.258,0.016
8,27,180.359,119.355,0,2.617,1.422,2.500,4.838,10.098,0.012
8,28,180.163,118.347,0,2.652,1.430,2.545,5.013,10.702,0.018
8,29,180.145,117.285,0,2.600,1.407,2.474,4.820,10.195,0.014
8,30,180.018,116.413,0,2.554,1.429,2.550,5.050,10.867,0.013
8,31,179.926,115.664,0,2.451,1.421,2.547,5.100,11.155,0.014
8,32,179.764,114.812,0,2.581,1.446,2.594,5.136,10.980,0.016
8,33,179.978,113.898,0,2.540,1.473,2.721,5.602,12.536,0.021
8,34,180.095,113.157,0,2.518,1.430,2.550,5.038,10.789,0.015
8,35,180.110,112.353,0,2.373,1.405,2.467,4.805,10.173,0.015
8,36,180.134,111.556,0,2.480,1.389,2.420,4.685,9.880,0.016
8,37,180.126,110.785,0,2.430,1.401,2.465,4.824,10.279,0.018
8,38,180.100,109.980,0,2.333,1.427,2.547,5.039,10.810,0.010
8,39,180.175,109.002,0,2.293,1.436,2.575,5.108,10.960,0.012
8,40,180.201,108.067,0,2.348,1.425,2.522,4.923,10.375,0.014
8,41,180.205,107.133,0,2.491,1.410,2.478,4.821,10.160,0.013
8,42,180.209,106.041,0,2.397,1.413,2.488,4.837,10.174,0.021
8,43,180.290,104.887,0,2.355,1.409,2.472,4.785,10.010,0.018
8,44,180.340,103.756,0,2.300,1.387,2.396,4.569,9.431,0.019
8,45,180.456,102.561,0,2.402,1.358,2.289,4.232,8.419,0.018
8,46,180.548,101.269,0,2.386,1.398,2.407,4.538,9.179,0.023
8,47,180.664,100.042,0,2.209,1.409,2.455,4.695,9.649,0.017
8,48,180.784,98.857,0,2.187,1.414,2.474,4.752,9.815,0.015
8,49,180.964,97.584,0,2.179,1.362,2.358,4.581,9.788,0.029
8,50,181.090,96.335,0,2.228,1.388,2.418,4.682,9.878,0.022
8,51,181.105,95.220,0,2.369,1.416,2.509,4.934,10.544,0.022
8,52,181.089,94.205,0,2.464,1.412,2.499,4.916,10.519,0.019
8,53,181.068,93.256,0,2.435,1.408,2.484,4.867,10.376,0.027
8,54,181.059,92.352,0,2.420,1.420,2.520,4.972,10.674,0.019
8,55,181.040,91.408,0,2.451,1.399,2.456,4.793,10.191,0.032
8,56,180.772,90.596,0,2.481,1.384,2.378,4.493,9.158,0.025
8,57,180.777,89.713,0,2.302,1.365,2.313,4.301,8.608,0.025
8,58,180.629,88.900,0,2.454,1.398,2.417,4.569,9.253,0.026
8,59,180.495,87.997,0,2.500,1.419,2.495,4.821,10.017,0.024
8,60,180.408,87.100,0,2.481,1.400,2.428,4.628,9.501,0.022
8,61,180.356,86.343,0,2.481,1.376,2.349,4.413,8.946,0.023
8,62,180.381,85.371,0,2.442,1.371,2.337,4.388,8.904,0.023
8,63,180.316,84.496,0,2.355,1.365,2.331,4.406,9.048,0.020
8,64,180.395,83.499,0,2.422,1.365,2.320,4.342,8.786,0.019
8,65,180.378,82.521,0,2.545,1.373,2.349,4.431,9.047,0.019
8,66,180.362,81.652,0,2.477,1.367,2.330,4.383,8.927,0.019
8,67,180.409,80.452,0,2.420,1.352,2.275,4.208,8.399,0.022
8,68,180.428,79.514,0,2.510,1.370,2.328,4.345,8.730,0.019
8,69,180.508,78.535,0,2.354,1.360,2.296,4.260,8.520,0.019
8,70,180.581,77.509,0,2.440,1.362,2.303,4.278,8.564,0.019
8,71,180.551,76.418,0,2.399,1.349,2.253,4.120,8.087,0.020
8,72,180.482,75.397,0,2.387,1.381,2.365,4.453,9.041,0.022
8,73,180.448,74.327,0,2.428,1.375,2.348,4.415,8.965,0.024
8,74,180.462,73.317,0,2.338,1.360,2.296,4.251,8.475,0.022
8,75,180.380,72.387,0,2.338,1.373,2.343,4.404,8.946,0.020
8,76,180.311,71.373,0,2.322,1.365,2.331,4.399,9.010,0.023
8,77,180.360,70.398,0,2.385,1.353,2.286,4.257,8.587,0.016
8,78,180.414,69.481,0,2.221,1.382,2.368,4.467,9.095,0.024
8,79,180.405,68.569,0,2.493,1.348,2.258,4.152,8.224,0.013
8,80,180.333,67.595,0,2.594,1.388,2.409,4.627,9.648,0.030
8,81,180.416,66.683,0,2.429,1.359,2.307,4.320,8.756,0.013
8,82,180.426,65.793,0,2.418,1.389,2.393,4.533,9.251,0.032
8,83,180.492,64.842,0,2.427,1.386,2.383,4.494,9.117,0.025
8,84,180.510,63.919,0,2.472,1.405,2.440,4.642,9.467,0.025
8,85,180.514,62.990,0,2.564,1.424,2.512,4.866,10.131,0.022
8,86,180.639,62.055,0,2.397,1.410,2.457,4.699,9.657,0.017
8,87,180.643,61.173,0,2.319,1.393,2.397,4.519,9.149,0.018
8,88,180.675,60.255,0,2.489,1.420,2.487,4.780,9.878,0.016
8,89,180.695,59.289,0,2.375,1.417,2.498,4.870,10.293,0.020
8,90,180.746,58.435,0,2.531,1.391,2.395,4.531,9.229,0.019
8,91,180.931,57.502,0,2.379,1.387,2.436,4.786,10.303,0.021
8,92,180.783,56.509,0,2.556,1.390,2.395,4.542,9.293,0.027
8,93,180.763,55.668,0,2.498,1.382,2.373,4.486,9.156,0.023
8,94,180.748,54.765,0,2.577,1.413,2.480,4.798,10.027,0.021
8,95,180.681,53.795,0,2.502,1.422,2.508,4.876,10.231,0.015
8,96,180.652,52.866,0,2.489,1.398,2.421,4.600,9.393,0.021
8,97,180.439,51.965,0,2.358,1.436,2.554,4.994,10.505,0.012
8,98,180.367,51.094,0,2.455,1.404,2.446,4.698,9.741,0.022
8,99,180.377,50.190,0,2.586,1.399,2.430,4.649,9.609,0.026
8,100,180.262,49.354,0,2.495,1.379,2.373,4.516,9.322,0.032
8,101,180.272,48.487,0,2.453,1.373,2.359,4.486,9.274,0.023
8,102,180.281,47.590,0,2.537,1.381,2.377,4.521,9.312,0.025
8,103,180.159,46.737,0,2.384,1.382,2.406,4.670,9.895,0.024
8,104,180.077,45.926,0,2.640,1.437,2.585,5.159,11.167,0.018
8,105,180.167,45.001,0,2.426,1.459,2.651,5.329,11.580,0.021
8,106,180.087,44.192,0,2.547,1.421,2.520,4.953,10.559,0.029
8,107,180.114,43.343,0,2.484,1.392,2.426,4.692,9.874,0.023
8,108,180.124,42.467,0,2.566,1.383,2.397,4.616,9.685,0.018
8,109,180.188,41.708,0,2.544,1.386,2.407,4.642,9.741,0.026
8,110,180.170,40.863,0,2.523,1.404,2.472,4.829,10.250,0.025
8,111,180.177,39.940,0,2.558,1.417,2.514,4.940,10.516,0.022
8,112,180.210,39.112,0,2.477,1.400,2.444,4.718,9.868,0.013
8,113,180.256,38.306,0,2.520,1.390,2.400,4.567,9.391,0.014
8,114,180.288,37.447,0,2.537,1.379,2.366,4.474,9.154,0.018
8,115,180.326,36.636,0,2.555,1.384,2.383,4.528,9.305,0.016
8,116,180.325,35.806,0,2.741,1.393,2.425,4.670,9.744,0.013
8,117,180.371,34.942,0,2.748,1.423,2.517,4.905,10.306,0.027
8,118,180.347,34.162,0,2.704,1.401,2.430,4.635,9.529,0.031
8,119,180.398,33.395,0,2.557,1.377,2.354,4.425,8.980,0.016
8,120,180.441,32.617,0,2.572,1.382,2.376,4.506,9.240,0.018
8,121,180.500,31.754,0,2.435,1.380,2.364,4.450,9.020,0.017
8,122,180.442,30.974,0,2.677,1.431,2.542,4.974,10.493,0.024
8,123,180.442,30.263,0,2.557,1.382,2.367,4.462,9.072,0.022
8,124,180.488,29.541,0,2.464,1.380,2.402,4.666,9.921,0.021
8,125,187.153,34.193,0,3.929,1.551,2.929,6.064,13.454,0.050
8,126,187.309,33.349,0,3.907,1.507,2.764,5.543,11.895,0.026
8,127,187.345,32.606,0,3.894,1.500,2.735,5.446,11.591,0.012
9,0,157.614,105.755,0,3.640,1.541,2.870,5.829,12.628,0.015
9,1,157.640,108.821,0,3.708,1.550,2.914,5.997,13.206,0.026
9,2,157.738,112.193,0,3.681,1.564,2.967,6.162,13.694,0.033
9,3,157.779,115.367,0,3.723,1.548,2.908,5.973,13.121,0.021
9,4,157.861,118.595,0,3.662,1.552,2.921,6.014,13.242,0.027
9,5,157.914,121.759,0,3.578,1.574,3.011,6.317,14.201,0.030
9,6,158.160,125.087,0,3.634,1.589,3.069,6.504,14.773,0.033
9,7,158.249,128.367,0,3.664,1.550,2.917,6.003,13.218,0.019
9,8,158.213,131.281,0,3.578,1.540,2.883,5.911,12.979,0.021
9,9,158.199,134.095,0,3.509,1.558,2.963,6.185,13.856,0.041
9,10,158.228,136.183,0,3.519,1.521,2.825,5.755,12.573,0.017
9,11,158.282,138.067,0,3.609,1.546,2.918,6.043,13.426,0.030
9,12,158.351,139.095,0,3.920,1.552,2.928,6.054,13.399,0.023
9,13,158.378,139.915,0,3.802,1.557,2.944,6.096,13.518,0.030
9,14,158.509,140.740,0,3.919,1.524,2.814,5.673,12.217,0.011
9,15,158.373,141.218,0,3.769,1.605,3.124,6.671,15.267,0.055
9,16,158.629,140.539,0,3.951,1.546,2.891,5.897,12.836,0.017
9,17,158.662,139.196,0,3.741,1.534,2.859,5.824,12.683,0.019
9,18,158.659,137.199,0,3.649,1.539,2.873,5.865,12.801,0.016
9,19,158.725,135.095,0,3.574,1.543,2.898,5.963,13.133,0.028
9,20,159.036,132.652,0,3.405,1.565,2.986,6.260,14.092,0.057
9,21,159.359,130.349,0,3.655,1.522,2.814,5.681,12.255,0.010
9,22,159.456,128.136,0,3.619,1.543,2.894,5.939,13.042,0.027
9,23,159.500,126.127,0,3.687,1.554,2.933,6.056,13.376,0.033
